month,day,hour,temp,kW
1,7,19,23,82.85
1,7,20,21.9,82.355
1,7,21,21,83.175
1,7,22,19.9,83
1,7,23,19.9,82.925
1,7,24,19.9,82.385
1,8,1,19,82.1525
1,8,2,18,82.4025
1,8,3,18,81.8675
1,8,4,17.1,81.8625
1,8,5,16,81.475
1,8,6,16,81.7375
1,8,7,15.1,81.99
1,8,8,15.1,81.975
1,8,9,18,81.72
1,8,10,19.9,81.785
1,8,11,21.9,81.7275
1,8,12,23,81.9675
1,8,13,24.1,82.2275
1,8,14,25,81.86
1,8,15,24.1,81.485
1,8,16,23,81.3925
1,8,17,21.9,81.55
1,8,18,21,81.6475
1,8,19,21,82.0775
1,8,20,21,81.7375
1,8,21,19.9,81.8
1,8,22,19.9,81.1175
1,8,23,19,81.4575
1,8,24,18,81.535
1,9,1,17.1,81.6925
1,9,2,17.1,81.08
1,9,3,17.1,81.435
1,9,4,17.1,81.9225
1,9,5,17.1,81.1825
1,9,6,18,81.475
1,9,7,18,82.6325
1,9,8,19,83.82
1,9,9,19.9,87.555
1,9,10,21,93.005
1,9,11,23,94.165
1,9,12,24.1,95.71
1,9,13,25,95.2725
1,9,14,28,94.895
1,9,15,28,94.0725
1,9,16,26.1,91.84
1,9,17,24.1,91.195
1,9,18,24.1,89.09
1,9,19,23,85.615
1,9,20,23,84.585
1,9,21,23,84.1125
1,9,22,24.1,82.8675
1,9,23,23,81.655
1,9,24,23,81.75
1,10,1,24.1,81.285
1,10,2,23,81.1125
1,10,3,23,81.27
1,10,4,23,81.1025
1,10,5,24.1,80.68
1,10,6,24.1,80.705
1,10,7,24.1,81.585
1,10,8,25,83.71
1,10,9,26.1,86.515
1,10,10,28.9,66.0425
1,10,11,30,57.7875
1,10,12,32,59.45
1,10,13,34,58.27
1,10,14,36,59.42
1,10,15,36,66.4225
1,10,16,36,64.5525
1,10,17,36,67.59
1,10,18,36,67.215
1,10,19,36,63.1575
1,10,20,36,61.5425
1,10,21,37.9,60.645
1,10,22,39,58.66
1,10,23,41,58.445
1,10,24,41,58.675
1,11,1,39.9,57.215
1,11,2,39.9,57.01
1,11,3,39.9,56.905
1,11,4,41,57.105
1,11,5,42.1,57.035
1,11,6,39,57.46
1,11,7,39,58.3675
1,11,8,37.9,59.48
1,11,9,41,63.1775
1,11,10,45,66.5125
1,11,11,48,68.425
1,11,12,50,69.0425
1,11,13,52,68.605
1,11,14,55.9,69.5275
1,11,15,55,81.585
1,11,16,50,79.8525
1,11,17,50,78.4475
1,11,18,46.9,78.845
1,11,19,50,79.1375
1,11,20,45,77.13
1,11,21,44.1,74.755
1,11,22,46.9,72.915
1,11,23,50,73.77
1,11,24,51.1,74.3275
1,12,1,51.1,73.665
1,12,2,51.1,73.52
1,12,3,52,74.445
1,12,4,53.1,73.5825
1,12,5,52,75.22
1,12,6,54,75.1675
1,12,7,55,75.955
1,12,8,55.9,77.0925
1,12,9,57,79.7425
1,12,10,59,81.9025
1,12,11,64,83.8825
1,12,12,64.9,83.19
1,12,13,68,83.2775
1,12,14,71.1,83.8475
1,12,15,72,83.785
1,12,16,71.1,82.485
1,12,17,69.1,81.4
1,12,18,68,80.3175
1,12,19,66.9,78.5925
1,12,20,66,78.4425
1,12,21,66,77.94
1,12,22,64,76.815
1,12,23,63,77.245
1,12,24,64,76.2025
1,13,1,64,75.17
1,13,2,59,75.325
1,13,3,59,75.095
1,13,4,55,75.0175
1,13,5,57,75.105
1,13,6,59,75.2575
1,13,7,57.9,75.6625
1,13,8,54,75.67
1,13,9,52,75.415
1,13,10,51.1,78.3975
1,13,11,52,79.4325
1,13,12,53.1,79.8125
1,13,13,52,87.7825
1,13,14,53.1,90.36
1,13,15,53.1,90.1275
1,13,16,54,88.675
1,13,17,50,88.15
1,13,18,48.9,87.115
1,13,19,46.9,86.445
1,13,20,46,85.1975
1,13,21,45,83.6975
1,13,22,44.1,83.145
1,13,23,44.1,83.0625
1,13,24,43,82.89
1,14,1,41,82.615
1,14,2,42.1,82.735
1,14,3,41,82.28
1,14,4,38.55,82.0225
1,14,5,38.45,82.6375
1,14,6,37.9,81.79
1,14,7,37,81.505
1,14,8,36,82.7175
1,14,9,36,82.75
1,14,10,35.1,84.3975
1,14,11,34.83,84.5225
1,14,12,34,83.1325
1,14,13,34,84.0825
1,14,14,34.83,83.7125
1,14,15,35.1,83.1325
1,14,16,35.55,83.4775
1,14,17,36,82.465
1,14,18,35.1,82.8175
1,14,19,35.1,82.66
1,14,20,35.1,81.4325
1,14,21,36,81.79
1,14,22,36,81.7
1,14,23,36,82.385
1,14,24,36,81.2375
1,15,1,37,81.82
1,15,2,37,81.7775
1,15,3,37,81.9225
1,15,4,37,81.6075
1,15,5,37.9,81.67
1,15,6,37,81.5575
1,15,7,37,81.1675
1,15,8,37.9,82.165
1,15,9,39.9,81.295
1,15,10,43,82.4525
1,15,11,45,81.2325
1,15,12,46.9,82.5475
1,15,13,46.9,82.2775
1,15,14,48,80.99
1,15,15,48,82.7
1,15,16,46.9,81.225
1,15,17,46,81.1075
1,15,18,44.1,82.065
1,15,19,43,81.075
1,15,20,42.1,82.325
1,15,21,41,81.5425
1,15,22,41,81.49
1,15,23,39.9,81.8225
1,15,24,39.9,81.49
1,16,1,41,82.285
1,16,2,39.9,81.25
1,16,3,39,81.48
1,16,4,39,81.26
1,16,5,39,81.28
1,16,6,37.9,80.94
1,16,7,37.9,82.0875
1,16,8,37.9,81.3025
1,16,9,39,82.4975
1,16,10,39.9,81.2075
1,16,11,42.1,82.5225
1,16,12,42.1,81.9975
1,16,13,43,81.4925
1,16,14,44.1,83.16
1,16,15,45,81.305
1,16,16,45.5,82.78
1,16,17,45,81.73
1,16,18,44.1,82.0325
1,16,19,43,82.5925
1,16,20,43,81.4425
1,16,21,43,81.88
1,16,22,43,82.04
1,16,23,42.1,81.965
1,16,24,41.55,82.3075
1,17,1,41,81.2775
1,17,2,41,82.4025
1,17,3,41,82.205
1,17,4,41,81.9425
1,17,5,41,81.94
1,17,6,41,82.1675
1,17,7,42.1,82.5775
1,17,8,42.1,83.81
1,17,9,43,86.065
1,17,10,43,89.7825
1,17,11,43.73,91.4075
1,17,12,46.9,92.465
1,17,13,46.9,93.285
1,17,14,46.9,93.4275
1,17,15,46.45,85.08
1,17,16,47.45,82.22
1,17,17,48.9,91.4875
1,17,18,50,91.5575
1,17,19,49.55,90.0475
1,17,20,49.18,88.1075
1,17,21,50,89.025
1,17,22,51.33,87.7575
1,17,23,47.24,88.2975
1,17,24,46.45,85.7675
1,18,1,45.5,83.91
1,18,2,46,84.65
1,18,3,46,82.765
1,18,4,46.9,84.415
1,18,5,46.9,83.0375
1,18,6,46.65,84.4375
1,18,7,45.72,85.065
1,18,8,46.23,86.06
1,18,9,52,87.69
1,18,10,53.1,90.615
1,18,11,57,92.5725
1,18,12,59,92.6875
1,18,13,60.1,93.3075
1,18,14,57.9,92.145
1,18,15,59,92.0725
1,18,16,57,91.455
1,18,17,55.9,89.985
1,18,18,52,88.555
1,18,19,50,85.635
1,18,20,48.9,85.84
1,18,21,48.9,85.615
1,18,22,48,83.5275
1,18,23,48,83.325
1,18,24,48,83.8425
1,19,1,46.9,83.42
1,19,2,46.9,83.055
1,19,3,46,83.01
1,19,4,45,82.93
1,19,5,43,82.485
1,19,6,43,82.4525
1,19,7,46,83.7475
1,19,8,46,84.245
1,19,9,48,86.37
1,19,10,48.9,91.4875
1,19,11,50,89.4525
1,19,12,50,91.02
1,19,13,52,92.6825
1,19,14,52,92.14
1,19,15,52,93.1025
1,19,16,52,91.24
1,19,17,48.9,91.625
1,19,18,48.9,89.9
1,19,19,46.9,87.42
1,19,20,44.6,86.2425
1,19,21,42.8,84.955
1,19,22,42.8,84.81
1,19,23,41,83.9375
1,19,24,41,83.6225
1,20,1,39.9,83.2525
1,20,2,39.9,83.3425
1,20,3,41,83.8375
1,20,4,39.9,83.655
1,20,5,39.9,84.1575
1,20,6,39.9,83.0675
1,20,7,41,84.3975
1,20,8,42.1,84.8025
1,20,9,43,84.4375
1,20,10,44.1,84.8475
1,20,11,46,88.225
1,20,12,48,85.725
1,20,13,48.9,88.1
1,20,14,46.9,86.84
1,20,15,48.45,88.3925
1,20,16,48,87.82
1,20,17,48,89.0875
1,20,18,48,87.32
1,20,19,48,87.185
1,20,20,46.9,86.6475
1,20,21,47.63,86.205
1,20,22,47.02,85.665
1,20,23,46.9,84.505
1,20,24,46.9,85.77
1,21,1,46.9,85.09
1,21,2,46.9,85.36
1,21,3,47.45,85.635
1,21,4,48,84.91
1,21,5,47.45,84.275
1,21,6,48,84.1075
1,21,7,48,84.3375
1,21,8,48.1,84.945
1,21,9,47.45,85.775
1,21,10,48,86.42
1,21,11,48.9,86.9575
1,21,12,48.9,87.7675
1,21,13,48.9,87.665
1,21,14,50,86.57
1,21,15,48.9,86.405
1,21,16,48.9,87.21
1,21,17,49.63,86.4725
1,21,18,50,86.08
1,21,19,48.94,85.0675
1,21,20,48.6,85.705
1,21,21,48.37,85.845
1,21,22,48.37,85.92
1,21,23,48.3,86.0425
1,21,24,48,85.2675
1,22,1,46.9,86.3125
1,22,2,46.9,84.635
1,22,3,46.9,85.4275
1,22,4,46.9,84.0975
1,22,5,46.9,84.1975
1,22,6,46.78,83.9825
1,22,7,46.9,83.075
1,22,8,47.27,84.195
1,22,9,48,83.9775
1,22,10,50,83.0875
1,22,11,50,84.42
1,22,12,50,84.3925
1,22,13,50,83.9625
1,22,14,50,85.4475
1,22,15,50.8,84.065
1,22,16,50.88,87.1825
1,22,17,49.63,87.155
1,22,18,50,87.11
1,22,19,50.37,86.4175
1,22,20,50,85.6125
1,22,21,50,85.8875
1,22,22,50,85.355
1,22,23,50,85.17
1,22,24,50,85.605
1,23,1,50,85.445
1,23,2,50,85.2825
1,23,3,48.9,84.215
1,23,4,48.6,83.2975
1,23,5,46.9,81.45
1,23,6,46.73,83.25
1,23,7,46.9,84.235
1,23,8,46.9,83.4025
1,23,9,46.45,85.6075
1,23,10,46,89.91
1,23,11,45.4,90.7875
1,23,12,44.27,91.2475
1,23,13,43.16,91.415
1,23,14,43,91.9175
1,23,15,42.55,91.8225
1,23,16,42.1,92.98
1,23,17,42.1,91.845
1,23,18,41.22,90.77
1,23,19,41,87.3225
1,23,20,41,85.625
1,23,21,40.45,84.585
1,23,22,39.9,84.9825
1,23,23,39.9,83.1575
1,23,24,39,83.415
1,24,1,39,84.7475
1,24,2,38.45,82.8725
1,24,3,38.63,82.4525
1,24,4,39,83.1575
1,24,5,39,83.1325
1,24,6,39,82.525
1,24,7,39,84.3875
1,24,8,39,84.7575
1,24,9,41,86.97
1,24,10,43,89.8825
1,24,11,45.5,89.88
1,24,12,46.9,90.6875
1,24,13,48,91.2625
1,24,14,48,92.695
1,24,15,46.9,92.2125
1,24,16,48,93.625
1,24,17,48.9,91.425
1,24,18,48,91.0525
1,24,19,48,88.6275
1,24,20,48,89.27
1,24,21,48,87.1725
1,24,22,48,86.8575
1,24,23,47.45,86.355
1,24,24,47.45,84.7425
1,25,1,46.9,84.4675
1,25,2,48,84.1475
1,25,3,48,84.625
1,25,4,46,83.6425
1,25,5,46.9,84.805
1,25,6,45,85.1
1,25,7,46,85.165
1,25,8,46.9,87.38
1,25,9,48.9,90.305
1,25,10,51.1,92.4525
1,25,11,52,92.72
1,25,12,54,92.68
1,25,13,55.9,93.18
1,25,14,57.9,94.355
1,25,15,60.1,94.31
1,25,16,57.9,92.4075
1,25,17,57,92.1175
1,25,18,55,92.4925
1,25,19,55.9,89.17
1,25,20,52,87.28
1,25,21,50,87.365
1,25,22,48.9,85.9075
1,25,23,48.9,86
1,25,24,48.9,85.845
1,26,1,50,85.81
1,26,2,46.9,85.54
1,26,3,48,85.895
1,26,4,48.9,85.3275
1,26,5,50,85.2175
1,26,6,52,85.0225
1,26,7,52,86.455
1,26,8,52,87.7825
1,26,9,53.1,87.7675
1,26,10,51.1,91.5475
1,26,11,59,92.45
1,26,12,60.1,91.3925
1,26,13,57.9,93.145
1,26,14,59,92.3125
1,26,15,54,90.3075
1,26,16,52,89.5975
1,26,17,48.9,89.4925
1,26,18,48,88.9375
1,26,19,48,88.9575
1,26,20,47.45,88.0375
1,26,21,46.9,86.3175
1,26,22,46,86.73
1,26,23,45,83.9225
1,26,24,45,84.37
1,27,1,43,82.84
1,27,2,43,83.8025
1,27,3,44.1,84.675
1,27,4,44.1,82.88
1,27,5,43,83.645
1,27,6,42.1,83.42
1,27,7,41,83.775
1,27,8,39.9,84.5375
1,27,9,41,86.885
1,27,10,43,88.32
1,27,11,44.1,90.72
1,27,12,43,90.57
1,27,13,43,92.3525
1,27,14,42.1,92.0525
1,27,15,42.1,91.795
1,27,16,42.1,90.8725
1,27,17,41,90.11
1,27,18,39.9,88.4875
1,27,19,39,87.77
1,27,20,39.9,85.1325
1,27,21,37.9,84.965
1,27,22,39,85.71
1,27,23,39,84.485
1,27,24,37.9,84.085
1,28,1,37.9,83.4775
1,28,2,37,84.04
1,28,3,35.1,83.425
1,28,4,33.1,82.84
1,28,5,34,83.1375
1,28,6,35.1,82.6275
1,28,7,34,83.4775
1,28,8,35.1,83.02
1,28,9,35.1,83.705
1,28,10,37,83.65
1,28,11,39,85.2675
1,28,12,42.1,84.845
1,28,13,46,84.18
1,28,14,46.9,84.6525
1,28,15,48.9,84.885
1,28,16,48.9,84.46
1,28,17,46.9,84.7625
1,28,18,46,83.19
1,28,19,42.1,83.59
1,28,20,44.1,84.6775
1,28,21,39.9,83.1325
1,28,22,39.9,84.1975
1,28,23,37.9,82.96
1,28,24,37,84.105
1,29,1,36,82.755
1,29,2,36,83.6725
1,29,3,36,82.5725
1,29,4,35.1,83.6725
1,29,5,37,82.545
1,29,6,35.1,83.145
1,29,7,37,82.34
1,29,8,39,83.295
1,29,9,39.9,82.5375
1,29,10,42.1,83.3875
1,29,11,45,83.2175
1,29,12,44.1,82.69
1,29,13,46,83.2025
1,29,14,45,84.59
1,29,15,46,83.6575
1,29,16,45,83.535
1,29,17,45,83.7025
1,29,18,44.1,83.8525
1,29,19,42.1,83.185
1,29,20,39.9,83.505
1,29,21,39,83.7125
1,29,22,39,83.7925
1,29,23,39,83.0975
1,29,24,39,83.695
1,30,1,37.9,82.5425
1,30,2,37.9,83.4725
1,30,3,36,82.2525
1,30,4,32.76,82.5175
1,30,5,32.73,82.81
1,30,6,32.55,82.9575
1,30,7,33.1,83.75
1,30,8,33.1,85.95
1,30,9,34,87.1825
1,30,10,34,91.5625
1,30,11,34,91.2275
1,30,12,35.03,92.465
1,30,13,37.9,94.845
1,30,14,37.9,94.495
1,30,15,35.1,94.6925
1,30,16,36,92.515
1,30,17,37,91.155
1,30,18,35.1,89.4775
1,30,19,34,86.68
1,30,20,34,85.9675
1,30,21,34,85.3375
1,30,22,32,84.8025
1,30,23,32,84.405
1,30,24,32,84.0175
1,31,1,30,83.2625
1,31,2,30,83.195
1,31,3,30.9,83.6925
1,31,4,32,83.755
1,31,5,32,82.9825
1,31,6,33.1,82.76
1,31,7,34,84.0325
1,31,8,34,85.52
1,31,9,37,87.955
1,31,10,39.9,92.285
1,31,11,41,95.535
1,31,12,44.1,95.8975
1,31,13,48.9,98.66
1,31,14,48.9,99.0675
1,31,15,55,91.415
1,31,16,55.9,95.0725
1,31,17,55,97.2075
1,31,18,53.1,96.4425
1,31,19,54,93.325
1,31,20,52,92.1
1,31,21,46.9,90.6725
1,31,22,46,90.3
1,31,23,41,89.6525
1,31,24,43,89.265
2,1,1,37.9,89.6075
2,1,2,37,89.285
2,1,3,35.1,89.7375
2,1,4,34,89.625
2,1,5,37.9,88.6475
2,1,6,36,88.905
2,1,7,37.9,90.0875
2,1,8,37.9,92.0025
2,1,9,41,93.37
2,1,10,41,97.11
2,1,11,42.1,98.2875
2,1,12,43,98.58
2,1,13,44.1,99.5425
2,1,14,45,100.41
2,1,15,46.9,100.0675
2,1,16,48.9,98.99
2,1,17,50,98.3925
2,1,18,51.1,95.5725
2,1,19,50,92.2925
2,1,20,50,90.93
2,1,21,48,90.2725
2,1,22,46,89.285
2,1,23,46,89.4525
2,1,24,46,89.8675
2,2,1,44.1,89.385
2,2,2,44.1,89.18
2,2,3,43,89.1425
2,2,4,43,88.86
2,2,5,44.1,88.3525
2,2,6,43,88.5775
2,2,7,41,89.84
2,2,8,41,91.205
2,2,9,45,93.725
2,2,10,45,96.385
2,2,11,46,97.5075
2,2,12,46.9,96.0475
2,2,13,46.9,99.0725
2,2,14,48,99.84
2,2,15,48.9,98.9
2,2,16,48.9,97.42
2,2,17,46.9,97.1775
2,2,18,45,96.055
2,2,19,42.1,93.5875
2,2,20,41,90.6525
2,2,21,39.9,90.2325
2,2,22,37.9,90.39
2,2,23,37,89.135
2,2,24,37,88.1125
2,3,1,36,88.8875
2,3,2,36,87.6225
2,3,3,36,87.605
2,3,4,35.1,87.685
2,3,5,34,87.095
2,3,6,34,88.8675
2,3,7,34,88.575
2,3,8,34,89.38
2,3,9,35.1,92.1075
2,3,10,37,95.8525
2,3,11,36,97.65
2,3,12,37.9,97.1825
2,3,13,37.9,98.745
2,3,14,39,97.2525
2,3,15,39,96.5775
2,3,16,37.9,95.8075
2,3,17,37,95.13
2,3,18,36,93.49
2,3,19,36,90.67
2,3,20,36,90.29
2,3,21,33.1,88.015
2,3,22,32,87.83
2,3,23,32,86.6625
2,3,24,30.9,86.445
2,4,1,28.9,85.8725
2,4,2,28,85.04
2,4,3,28,84.7875
2,4,4,27,85.3475
2,4,5,26.1,84.13
2,4,6,25,84.685
2,4,7,25,84.9025
2,4,8,27,85.27
2,4,9,28.9,85.365
2,4,10,30.9,86
2,4,11,33.1,85.28
2,4,12,36,85.6975
2,4,13,37,86.16
2,4,14,39,85.935
2,4,15,39.9,86.2825
2,4,16,39.9,86.345
2,4,17,39,86.6475
2,4,18,37,86.12
2,4,19,36.5,85.5475
2,4,20,35.1,85.075
2,4,21,34,85.6875
2,4,22,33.1,85.985
2,4,23,34,86.7475
2,4,24,34,85.525
2,5,1,34,85.3325
2,5,2,34,85.725
2,5,3,33.1,85.4775
2,5,4,32,85.7575
2,5,5,34,85.035
2,5,6,35.1,85.7425
2,5,7,36,85.345
2,5,8,36,85.755
2,5,9,37,85.7225
2,5,10,39.9,85.81
2,5,11,43,85.85
2,5,12,44.1,86.305
2,5,13,48.9,87.64
2,5,14,50,87.5425
2,5,15,52,87.295
2,5,16,54,87.385
2,5,17,53.1,87.1925
2,5,18,51.1,86.6725
2,5,19,51.1,86.735
2,5,20,44.1,86.69
2,5,21,42.1,86.5875
2,5,22,41,86.5975
2,5,23,39.9,86.6875
2,5,24,39.9,86.665
2,6,1,39.9,86.875
2,6,2,37.9,86.925
2,6,3,35.1,86.6625
2,6,4,36,86.585
2,6,5,33.1,86.7425
2,6,6,35.1,87.3525
2,6,7,35.1,88.54
2,6,8,35.1,89.7825
2,6,9,39.9,92.705
2,6,10,45,97.155
2,6,11,50,97.5925
2,6,12,53.1,96.71
2,6,13,55.9,97.965
2,6,14,57.9,97.1075
2,6,15,57.9,96.66
2,6,16,59,95.22
2,6,17,57,93.63
2,6,18,53.1,93.0225
2,6,19,53.1,90.4725
2,6,20,50,88.5625
2,6,21,48,89.0375
2,6,22,48.9,87.8525
2,6,23,46.9,86.835
2,6,24,46.9,86.5575
2,7,1,50,86.34
2,7,2,50,86.3725
2,7,3,51.1,86.59
2,7,4,51.1,86.205
2,7,5,50,85.7625
2,7,6,48.9,85.8775
2,7,7,51.1,86.43
2,7,8,53.1,88.78
2,7,9,52,91.4525
2,7,10,55.9,94.1075
2,7,11,59,94.1025
2,7,12,63,93.6875
2,7,13,66,93.68
2,7,14,64.9,94.035
2,7,15,71.1,93.675
2,7,16,71.1,93.6625
2,7,17,71.1,93.5675
2,7,18,64,92.45
2,7,19,63,89.13
2,7,20,61,88.69
2,7,21,62.1,88.2425
2,7,22,61,87.645
2,7,23,60.1,87.0425
2,7,24,64,86.825
2,8,1,63,86.3725
2,8,2,64,86.0075
2,8,3,63,86.3875
2,8,4,60.1,85.59
2,8,5,55.9,85.49
2,8,6,57,86.3125
2,8,7,52,86.695
2,8,8,55,88.465
2,8,9,59,90.5575
2,8,10,66,92.795
2,8,11,66.9,79.8825
2,8,12,73,59.0025
2,8,13,72,58.75
2,8,14,72,59.9025
2,8,15,70,58.9525
2,8,16,68,57.5175
2,8,17,64,56.8975
2,8,18,60.1,56.935
2,8,19,59,55.525
2,8,20,57,54.205
2,8,21,55.9,54.0575
2,8,22,54,53.5625
2,8,23,53.1,53.7375
2,8,24,53.1,52.8975
2,9,1,51.1,53.0725
2,9,2,51.1,52.7475
2,9,3,50,52.5575
2,9,4,48.45,53.155
2,9,5,45.05,52.2725
2,9,6,40.55,71.735
2,9,7,37.45,87.7725
2,9,8,37,87.865
2,9,9,36.5,91.925
2,9,10,37,92.965
2,9,11,36,96.78
2,9,12,35.1,93.945
2,9,13,35.1,94.22
2,9,14,36,95.8075
2,9,15,35.1,94.5975
2,9,16,35.1,92.4475
2,9,17,32,91.61
2,9,18,31.18,90.855
2,9,19,30,88.15
2,9,20,28.9,86.0525
2,9,21,28,85.485
2,9,22,28,86.3575
2,9,23,27,85.5475
2,9,24,26.1,85.4225
2,10,1,25,85.085
2,10,2,24.1,84.955
2,10,3,24.1,84.005
2,10,4,24.1,83.7425
2,10,5,24.1,83.965
2,10,6,24.1,84.2575
2,10,7,24.1,84.675
2,10,8,25,85.9425
2,10,9,27,88.955
2,10,10,30,92
2,10,11,32,94.1175
2,10,12,35.1,92.625
2,10,13,37,94.7875
2,10,14,37.9,97.725
2,10,15,37.9,95.76
2,10,16,37,94.3475
2,10,17,37,93.645
2,10,18,37,94.185
2,10,19,36,89.1075
2,10,20,37,87.715
2,10,21,37,86.625
2,10,22,37,86.5375
2,10,23,37.9,88.0175
2,10,24,37.9,84.5675
2,11,1,37.9,86.02
2,11,2,37,85.5975
2,11,3,36,84.7075
2,11,4,35.1,84.4675
2,11,5,37,86.26
2,11,6,39.9,83.9875
2,11,7,39,86.2925
2,11,8,41,86.2825
2,11,9,45,86.9075
2,11,10,48,86.79
2,11,11,48.9,86.9925
2,11,12,51.1,86.96
2,11,13,50,86.99
2,11,14,48.9,87.505
2,11,15,50,87.6725
2,11,16,52,86.7275
2,11,17,50,86.43
2,11,18,50,86.33
2,11,19,48.9,85.84
2,11,20,48.9,85.98
2,11,21,48,85.7375
2,11,22,46,85.64
2,11,23,48,85.635
2,11,24,48,86.025
2,12,1,45,85.67
2,12,2,48,85.7775
2,12,3,46.9,85.6125
2,12,4,48.9,86.215
2,12,5,46.9,86.4975
2,12,6,46.9,85.6925
2,12,7,48,85.855
2,12,8,48,85.9725
2,12,9,46.9,85.49
2,12,10,48,85.8225
2,12,11,48,86.06
2,12,12,48.9,85.765
2,12,13,51.1,85.9625
2,12,14,50.55,85.95
2,12,15,52,85.7775
2,12,16,51.1,85.2275
2,12,17,51.1,85.535
2,12,18,48.9,85.57
2,12,19,48.9,86.0075
2,12,20,48,86.2325
2,12,21,48.9,85.9275
2,12,22,53.1,86.0725
2,12,23,55,86.07
2,12,24,49.45,86.2725
2,13,1,46,86.17
2,13,2,44.1,86.5475
2,13,3,43,86.435
2,13,4,42.1,86.2575
2,13,5,39,83.765
2,13,6,37.9,85.3375
2,13,7,37.9,85.98
2,13,8,39.9,86.6275
2,13,9,41,91.9725
2,13,10,41,91.51
2,13,11,42.1,91.635
2,13,12,44.1,93.98
2,13,13,45,94.52
2,13,14,46,95.445
2,13,15,46,95.2225
2,13,16,46,94.505
2,13,17,45,94.4175
2,13,18,43,93.265
2,13,19,42.1,90.3175
2,13,20,39,90.38
2,13,21,36,87.1575
2,13,22,36,86.315
2,13,23,36,87.51
2,13,24,36,86.1375
2,14,1,34,86.175
2,14,2,34,84.625
2,14,3,33.1,84.63
2,14,4,32,84.565
2,14,5,32,85.11
2,14,6,33.1,85.4
2,14,7,34,86.885
2,14,8,35.1,86.475
2,14,9,37,91.6825
2,14,10,39,92.755
2,14,11,42.1,94.22
2,14,12,42.1,94.6275
2,14,13,42.1,95.485
2,14,14,42.1,96.55
2,14,15,44.1,95.835
2,14,16,45,94.7925
2,14,17,45,94.095
2,14,18,45,92.82
2,14,19,44.1,90.7325
2,14,20,44.1,90.235
2,14,21,43,89.6525
2,14,22,41,86.6775
2,14,23,41,86.0375
2,14,24,39.9,86.52
2,15,1,39.9,86.16
2,15,2,37.9,85.88
2,15,3,39,85.7575
2,15,4,37.9,85.7825
2,15,5,39,85.7775
2,15,6,39.9,85.9475
2,15,7,41,86.67
2,15,8,42.1,87.8225
2,15,9,43,90.475
2,15,10,44.1,93.4325
2,15,11,45,94.83
2,15,12,48.9,95.485
2,15,13,51.1,95.855
2,15,14,51.1,97.37
2,15,15,48.9,96.36
2,15,16,45,95.1875
2,15,17,44.1,94.395
2,15,18,43,92.965
2,15,19,41,90.6925
2,15,20,39.9,88.245
2,15,21,39,88.7475
2,15,22,37.9,86.215
2,15,23,37.9,85.08
2,15,24,37.9,87.4425
2,16,1,37,85.0425
2,16,2,36,86.44
2,16,3,35.1,84.7475
2,16,4,34,83.955
2,16,5,34,83.705
2,16,6,34,85.9975
2,16,7,33.1,84.695
2,16,8,34,87.345
2,16,9,33.4,90.1425
2,16,10,37.9,92.86
2,16,11,37,95.93
2,16,12,39,94.2425
2,16,13,39,94.77
2,16,14,39.9,97.4825
2,16,15,39,94.4025
2,16,16,39,94.095
2,16,17,39,94.5975
2,16,18,37,91.145
2,16,19,36,91.8675
2,16,20,35.1,89.355
2,16,21,34,88.3325
2,16,22,33.1,88.3825
2,16,23,33.1,84.68
2,16,24,32,85.535
2,17,1,30,84.665
2,17,2,30.9,83.8925
2,17,3,30,84.405
2,17,4,30,83.8875
2,17,5,30.9,86.0625
2,17,6,28.9,84
2,17,7,30,85.25
2,17,8,34,85.37
2,17,9,34,87.1825
2,17,10,36,90.5725
2,17,11,37,92.63
2,17,12,39.9,93.6375
2,17,13,44.1,94.3875
2,17,14,46,94.9175
2,17,15,48.9,94.7025
2,17,16,50,94.9175
2,17,17,50,94.5725
2,17,18,48.9,91.9325
2,17,19,46.5,89.82
2,17,20,45,89.705
2,17,21,43,88.455
2,17,22,39.9,87.2125
2,17,23,39,86.665
2,17,24,39,86.5075
2,18,1,37.9,86.3725
2,18,2,37,86.57
2,18,3,36,86.68
2,18,4,36,86.47
2,18,5,35.1,86.445
2,18,6,33.1,86.2425
2,18,7,34,84.5175
2,18,8,37,86.8225
2,18,9,39.9,86.63
2,18,10,44.1,86.965
2,18,11,48,87.1725
2,18,12,55.9,87.18
2,18,13,57,87.77
2,18,14,64.9,86.935
2,18,15,63,86.815
2,18,16,63,85.8925
2,18,17,62.1,85.3875
2,18,18,57,85.7225
2,18,19,57,85.9175
2,18,20,57.9,85.6875
2,18,21,57,85.35
2,18,22,57.9,85.2475
2,18,23,59,85.6775
2,18,24,55,86.0975
2,19,1,55,85.7725
2,19,2,55.9,85.485
2,19,3,55.9,85.48
2,19,4,50,85.4675
2,19,5,53.1,85.5225
2,19,6,59,85.31
2,19,7,55.9,85.37
2,19,8,60.1,85.165
2,19,9,61,85.135
2,19,10,61,85.7575
2,19,11,64.9,85.27
2,19,12,68,85.5325
2,19,13,68,85.4775
2,19,14,70,85.5075
2,19,15,70.55,85.725
2,19,16,71.1,85.5825
2,19,17,70,85.69
2,19,18,66.9,85.3875
2,19,19,64,85.245
2,19,20,63,86.0225
2,19,21,61,85.71
2,19,22,59,85.7475
2,19,23,57.9,85.76
2,19,24,57.9,85.365
2,20,1,52,85.485
2,20,2,48.9,85.6025
2,20,3,50,85.2025
2,20,4,46.9,85.0275
2,20,5,46.9,85.215
2,20,6,44.1,84.825
